     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.2935234994E+03    0.2747830583E+03    0.2218001160E+01    0.8950283554E+01
         2    0.1587309654E+03    0.1606760817E+03    0.2578769876E+01    0.8904326663E+01
         3    0.1746566799E+03    0.1764163564E+03    0.2486688448E+01    0.9024878313E+01
         4    0.2592711134E+03    0.2348017408E+03    0.2317278387E+01    0.9007407407E+01
         5    0.1533371356E+03    0.1606691885E+03    0.2556448306E+01    0.8964629529E+01
         6    0.1737380718E+03    0.1756337974E+03    0.2465320913E+01    0.9088912926E+01
         7    0.1354613601E+03    0.1299100447E+03    0.2645392438E+01    0.8974659864E+01
         8    0.1215912466E+03    0.1344401968E+03    0.2546324275E+01    0.9205215420E+01
         9    0.1096500264E+03    0.1019589648E+03    0.2660805758E+01    0.9160321237E+01
        10    0.1139947988E+03    0.1045306394E+03    0.2632318536E+01    0.9216299822E+01
        11    0.3022450560E+03    0.2951452106E+03    0.2209188344E+01    0.8808510638E+01
        12    0.3443617784E+03    0.3309040043E+03    0.2058864891E+01    0.8923494794E+01
        13    0.1198075480E+03    0.9883805264E+02    0.2781402045E+01    0.8860202261E+01
        14    0.1135857840E+03    0.1028013626E+03    0.2751257257E+01    0.8909339679E+01
        15    0.2788580290E+03    0.2565604007E+03    0.2328979094E+01    0.8798913043E+01
        16    0.3189353197E+03    0.2978259986E+03    0.2145731392E+01    0.8957986767E+01
        17    0.3054724589E+03    0.2871762622E+03    0.2220238829E+01    0.8843478261E+01
        18    0.1557885917E+03    0.1771928872E+03    0.2508835586E+01    0.8958788534E+01
        19    0.1177067906E+03    0.9249266050E+02    0.2762685171E+01    0.8962312500E+01
        20    0.1777489072E+03    0.1897447104E+03    0.2421009072E+01    0.9093780422E+01
        21    0.1784743125E+03    0.1762271611E+03    0.2577208832E+01    0.8782098432E+01
        22    0.1956337281E+03    0.1911125040E+03    0.2486500566E+01    0.8905895078E+01
        23    0.2605553334E+03    0.2609279994E+03    0.2288523496E+01    0.8872592593E+01
        24    0.2590247442E+03    0.2552272365E+03    0.2318321275E+01    0.8838518519E+01
        25    0.1618420223E+03    0.1854622896E+03    0.2507168466E+01    0.8896051920E+01
        26    0.1079419546E+03    0.1025103617E+03    0.2758674051E+01    0.8891687500E+01
        27    0.1750833160E+03    0.1975756795E+03    0.2420061572E+01    0.9032666306E+01
        28    0.1169255214E+03    0.1040103395E+03    0.2732921044E+01    0.8949000000E+01
        29    0.1562825046E+03    0.1636713110E+03    0.2511867973E+01    0.9060544218E+01
        30    0.1770777058E+03    0.1844893258E+03    0.2553221180E+01    0.8779664684E+01
        31    0.1900791570E+03    0.1981603476E+03    0.2464187237E+01    0.8908815576E+01
